label,text,predicted_category_bart,predicted_category_t5,predicted_category_gpt2,predicted_category_manual
3,"This place is tiny.  Don't expect to eat in often.  There's only 6 flavors available and that's really the only issue with this place.  The fruit and dried toppings were good.  I played it safe with Passion Fruit and loved it.  Throw some kiwi, strawberries, pineapple, and gummi bears, I was set.  \n\nI'd give this place another shot for another star.  Hopefully they'll change their flavors up often.",Restaurants,Restaurants,Restaurants,Restaurants
1,We were hungry while waiting for our flight so we decided to give Pwi Wei a try. We ordered the Mandarin Kung Pao Chicken and Mongolian Steak. The food is extremely salty and greasy.  The only good thing about this place is it's made-to-order so you know the food the food hasn't been sitting there for hours.,Restaurants,Restaurants,Restaurants,Restaurants
1,"First let me start by saying I found Nathalie's by browsing groupon.Prior to purchasing the groupon I called to verify the detail and ensure it covered what I needed (grooming of a lab), I was told yes and set up an appt for the next day. Upon arrival I was told it does NOT cover the cut of a lab and I would incur an extra fee, I was slightly irritated since I had already spoken to someone prior to my purchase but I said ok and asked how much... The response was \""I didn't know you had a groupon, I'm not sure, I'll let you know\"" I didn't like it being left open ended but thought it couldn't be more than $10-20 and I would still be getting a good deal so it's fine and I left her. Let me also add here that prior to leaving and when filling out my paperwork I alerted them my lab is older and her hips are bad to please be careful. A few hours later we came back to pick her up, I was told I needed to pay $35 more for the cut and because they had to hold her up to shave her. That's literally double the cost of the groupon I purchased! Also, my lab is old but she can stand and I have NEVER had a problem or been charged extra for grooming her bc of her age. We were told the normal price for a groom of a lab was $65 (we would be paying $70) and to consider it as getting the spa package for free which was actually supposed to already have been a part of the groupon I had purchased. I asked to speak with the groomer bc I was not paying an extra $35... I agreed to pay extra for the cut but I refused to pay double, I was told she had no idea I had a groupon (not sure why that even matters, a groom is a groom regardless of the payment) no idea it was a lab, or that she was older. I clearly stated a lab when I made my appt, I also let Nathalie know about her hips when I signed her in. The groomer finally agreed and said I did not have to pay the extra $35 but I'm still in awe of the extra money they tried to get out of us. They should not run a groupon if you can't afford to take the loss on money to gain new clients, I felt scammed. I also have to add the job was not done well... After this \""spa package\"" and bath she came home with goop still in her eye, she had some kind of gross something on her tail, and there were several areas of long hair left that was uncut. Nathalie was nice in greeting us, but the groomer was awful and I don't think we will be back...",Pet Services,Pet Services,Pet Services,Salons/Barbershops
3,For $6.00 you get a great car wash that includes someone to hand dry your vechile. It also includes free vacuum use and they literally have 20 covered vacuum stations. They also have a floor mat cleaning machine that you put the mat in and it comes out pretty clean. All included for the price of the wash. Don't forget to get the frequent wash card. Buy 9 washes and the 10th wash is free!,Auto Repair,Auto Repair,Auto Repair,Auto Repair
1,"Well I went here last week and the sign said Wok N Grill but since their website says \""Stix\"" and this is the same address, I guess maybe I got it wrong.  Just a heads up, you may see this place named Wok N Grill somewhere down the road.\n\nSo we walked in and the menu is insane.  There is way too much and far too many pictures of the food for anyone to make a reasonable decision.  So I asked the guy \""what's good\"" to which he replied \""besides everything?\""  Oh har har - aren't you clever.  Now I'm pissed at you.  So after trying to drag an answer out of him, I told him I wanted spicy and he suggested boring Kung Pao Chicken.  I took his advice which, now, makes me more mad at him because it really wasn't good.  It was a giant plate of 10000 peanuts, 10 stalks of celery, and some giant mutant chicken.  Was there value for the meal? Sure.  Was it good enough to justify ever eating that much of it?  Absolutely not!  It was decently spicy but, more so, it was just hot.  Like - I stuck this in the microwave for 10 minutes kind of hot.  \n\nLet's just say, I won't be back here.  The staff was unhelpful and the food was insane.  You can usually tell if a place doesn't have good food because they give you a ton of it.  This is one of those places.",Restaurants,Restaurants,Restaurants,Restaurants
3,"Great Service, Great Burgers minus the fries :) oh and Animal Style, at a Great Price!!!  They take pride in their food and customer service and it shows.",Entertainment,Restaurants,Restaurants,Restaurants
2,"I was here today for lunch. Our waitress was brand new and so we had to be a little patient, but she was very friendly and will catch on quickly. That said, I have no complaints about the service, but the food was not anything to write home about. I've eaten here a few times in the past, and I recommend going with one of their top sellers (noted on the menu) - they seem to be top sellers for a reason. Deviating from those doesn't pay off. But they do have outdoor seating, and it is a great place for people watching!",Restaurants,Restaurants,Restaurants,Restaurants
2,"For $2 a ride, it's a cheap way to see the Strip and the people on it are a mixed crowd.  There was a combination of couples, families, and flat out drunk crazy people.  I really feel sorry for the bus drivers that have to deal with these weird people.  It took about 45 minutes from the front of Paris to  Fremont Street.  The ride is really slow because there are so many stops and traffic get so slow on the Strip.  If you're not in a rush, the Deuce is the way to go.",Entertainment,Travel & Tourism,Travel & Tourism,Entertainment
3,I have never had Indian food so I can't say it is as good as it gets.  I did get the pleasure of eating lunch and sampling the buffet.  I tried many different items and they all were so good.  I love how the sauces (gravies)? are so complex and there are so many different flavors going on at once.  The iced tea was really good too.  I will love coming to visit this place again.  So yum!,Travel & Tourism,Restaurants,Restaurants,Restaurants
2,Not the best sushi but the prices are reasonable.,Home Services,Travel & Tourism,Unknown,Restaurants
4,"Although I have been dining here for years and am sure have written a review, I feel compelled to add another after last night's New Years Eve dinner.   We usually avoid holiday dinners out as the restaurants usually cannot handle the increases numbers.   Not so here!   The food was superb, service more than acceptable and a bargain to boot!",Restaurants,Restaurants,Restaurants,Restaurants
0,"Reserved through Orbitz with a debit card and picked up with a credit card because of their debit card policies. Their system was down so they did everything manually, approved it and I was on my way. I returned the car three days later and their computers are STILL down. They receive the car and hand write me a bill saying the card that I gave them would be charged.\n\n The next day I look at my statements and the card I gave them has been charged. I look at my bank statement and they've also charged me a deposit for a rental on my debit card, the day after I returned the car! I called them to get it straightened out because i figure it's simple human error because of their systems being down and that they can just drop the charge on my visa. \n\n I call them and they insist that i'm mistaken and I must have given them a visa. They look at the imprint of the card and go figure; it's the AMEX I paid for the rental with. Too bad though, they charged my debit card for it and they claim they can't do anything about it now (even though it's still pending). They also have a charge on my AMEX, so I don't have access to those funds either. The thing is; I never presented them my visa and they don't have a swipe, imprint or record of it other than via Orbitz. \n\n The people at the counter both times were great, but the manager Albert was rude and seemed put out that I wanted him to look into this. He had someone else call me back, presumably because he didn't want to admit his mistake, and essentially tell me to call their billing department on Monday to have them charge the Amex for the final bill and they'll refund  the other card in 5-7 days.\n\nPS: the convertible I rented was beaten into the ground. Big dents all over it. Sort of took away from the feeling of renting a flashy car when it was so beat up.",Financial Services,Computer & Technology Services,Unknown,Hotels
4,"The Creme de la Creme of Vegas buffets priced around $20!\n\ni like how the main dishes are served ala cart, tapas style.   Quality cuts of various meats: chicken, lamb, pork, and beef.    The trick to enjoying Wicked Spoon is to try a little of Everything.  \n\nSetting is very trendy.  Water is even served in stylish glass bottles (you feel like you paid for it!)  \n\nI'm cutting this review short because I overate and now have a serious case of food coma.",Entertainment,Restaurants,Restaurants,Restaurants
0,"Paid to see the 4th of July fireworks in the observation deck of the Tower. It was the absolute worse experience ever!! Prices were $28 per person, it was crowded, hot, no view of anything and the worst singers/performance they could hire.  So bad that the overhead speakers kept going out and all you heard was very loud static.  It got so bad that everyone was chanting \""turn it off, turn it off\""! Save your money and don't go here. You can see it free from the sidewalk!",Entertainment,Travel & Tourism,Travel & Tourism,Entertainment
2,"If you want trendy atmosphere and good food and are willing to pay the extra and dress up a little for it, this is a great place. I had the green curry \""Thai hot\"", meaning the heat level was maximum, and my wife had pad thai. The pad thai was delicious, the best i have had outside of Thailand. The green curry was just so-so - maybe i killed it by ordering it too hot - it turned out red color instead of green, and the flavors became obscured by the heat. We also shared a bowl of Tom Yum soup which was good - a little too sweet, but otherwise had a lot of good flavors in it, the simple sugar in it almost killed it though. I doubt we will be back soon.",Restaurants,Restaurants,Restaurants,Restaurants
3,"Great show tonight, open mic night.  Lots of good aspiring comedians (some better than others) but overall a good show. Great prices on drinks, and they are mixed strong. Free admission so that makes it totally worth a night out.",Entertainment,Entertainment,Entertainment,Entertainment
2,It has been a while since my last trip to Eat and I had high hopes it would meet or exceed my last experience.  I saw the new menu and was salivating over a shrimp po boy so I went.  I must say this was my most disappointing visit yet.  Where to begin. 1) The caesar salad was overly fishy tasting and my wife coouldn't even finish it.  2) The Shrimp Po Boy was extremely messy and difficult to eat without everything spilling off the ciabatta.  The shrimp were overcooked and tough. 3) The beignette's were more like grease balls.\n\nI still like this place but I think I am going to stick to breakfast which seems to be much more consistent and worthy of top marks.,Restaurants,Restaurants,Restaurants,Restaurants
1,"The food here is SOOOOOOO much better than the nearby State cafeteria.  In fact, the cafeteria failed inspection a bunch of times until it finally was closed for a few days last year to clean up. \n\nOld Station lunch is decent and filling; about equivalent to Subway. I don't get all the rave reviews. I've worked near the capitol for over ten years and only choose Old Station if I'm very hungry and don't feel like driving.",Restaurants,Restaurants,Restaurants,Restaurants
0,"Terrible, terrible service!\n\nWe dined at Center Cut Steakhouse with a group of 25 this past weekend.  The waiters were so incredibly rude it was appalling.  First, our group was separated into two different tables in two different rooms with the doors open.  When we asked if we could have a separate check for each table, the waiter just looked at us and said \""No\"" and walked away without an apology or an explanation.  When I ordered a Caesar salad (which, by the way was a piece of lettuce with dressing, a cracker, one cherry tomato and an anchovy for $13), the waiter said, with disgust, \""that's it?\"" which I found to be insulting.  My husband ordered a prime rib for $37, which tasted average, and was literally a slab of meat on an otherwise empty plate.  The man who poured our water and delivered the bread to the table showed the only ounce of kindness out of anyone in the restaurant.  \n\nSince gratuity was included, we were forced to pay two individuals who treated us with absolute disrespect over $400 in gratuity.  I would not recommend this restaurant to anyone.",Restaurants,Restaurants,Restaurants,Restaurants
2,"Everything you'd expect from a high end casino's buffet: Huge selection, decent quality foods, and overpriced admission.  I'm not saying that it was a bad experience; On the contrary, I enjoyed my visit.  But to me, in the end the food doesn't justify the price.  I'll elaborate.\n\nAs I mentioned, the food selection is quite extensive and diverse.  It seems every major nationality and ethnicity is represented somewhere in the buffet.  I'll use my gluttony as an example: My first plate consisted of asian-style stir fry and meats, with rice and an Asian soup.  My second plate was build-it-yourself tacos, with middle eastern style doughy stuff and meats.  My third plate was typical American, steak and trip-tip with potatoes and corn. The dessert section is fairly large too- lots of gelatos, cakes, and other sweet treats.  Overall, most of the food quality would range between very good to excellent.\n\nNow, even though the buffet is tasty and diverse, I still have a few negatives I can't quite get over:\nPrice- The buffet is great, but it's quality isn't much different from other buffets on the strip.  For example, the quality equals that of Planet Hollywood's buffet, and PH comes in at around $10 cheaper per person, with a shorter wait time. Which leads me to my next point...\nService- If you come during meal times, you're going to wait.  Unless you're a VIP, you wait to pay and wait again to be seated.  From the time we got in line until we got seated took about 40 minutes, which is kind of crazy for a lunch.  And after you're seated, if you're thirsty you are at the mercy of a server and must wait for beverages and refills. Which in our experience, was very lacking and slow. I went through two plates of food with an empty drink, and only received a refill when I flagged down a different passing server. \n\nSo in conclusion, the food was very good and the selection was great.  The price was steep and the service lackluster.  Next time I do a Vegas buffet, I'll probably try somewhere else where the cost is a bit more in line with the value.",Restaurants,Travel & Tourism,Travel & Tourism,Restaurants
3,"Grimaldi's is my alternative choice for pizza if we did not make it to LGO. I have been to this location a few times in the past year, the pizza has been consistently delicious, thin pizzas with the only things you wanted. I like their concept of 'build your own pizza from size, cheese and toppings\"". I always have my pizza with Italian sausages, mushrooms and sun dried tomatoes. Hmmm....\n\nService was great, and their waiting timer is a cute slice of pizza. I'd give 5 stars if their seating can be rearranged, I think it's a bit too crowded right now...",Restaurants,Restaurants,Restaurants,Restaurants
2,"First thank you to Yelp, Gabi and Sol Y Sombra for the gift card it made me go back and visit a lot quicker. I love the decor here! The booths are so comfy, you may never want to leave and that could be very dangerous here! Unfortunately I am with the minority on this one after this visit. I wanted to make it here for brunch but that didn't happen so dinner it was. There wasn't too many other parties it was pretty empty in there when we arrived. Off season and no Sommelier this day. We sat inside first and ordered some Peroni (am I the only one who finds an Italian beer here a little weird?) to drink. Some tomato bread which the server promptly corrected me \""You mean Pan con Tomate?!? Yes I wont touch that one. Then the Tortilla Espanola I tried those at the OYE already and they were delicous I would probably come here just for those!\n\nNow we had forgotten there was happy hour and were told it was only on the patio or at the bar, we thought it was a tad odd considering the place was so empty. So we decided we'd like to move out on the patio mind you HH was almost over. So the waitress tells us that we would have to close out the bill then move outside where she would be our server again. Huh?? The hub asked what he thought was a manager if it would be a problem he was just a waiter and told us \""Yes that will be a problem\"" so after a lot of looking at each other like WTF our waitress finally gets the manager please forgive me I am so bad w names people. He came over and told us we didnt have to move if we wanted that we could order off the HH menu. Thank you! At that time we decided to move outside anyway for the view, they helped move all our stuff over after that dilemma everything went pretty smoothly.\n\nWe continued with the soft lettuce it was really good the almonds were awesome but I cant say anything special about the sauce unfortunately. Next came the calamari def worth trying its a good size portion and worth every penny. The shrimp I will probably pass on next time they were ok not worth 4 for $16 eh I did not think they were that special tasting but they were big. Then there was the piquillo pepper it was stuffed with tuna I was expecting raw tuna or something not canned, it wasn't spicy at all. Think tuna salad but there was capers instead of pickles it wasnt anything special go for something else or I'd suggest it for lunch more than anything. We did not have any dessert nothing really appealed to us on the menu so we just ordered another round of drinks the mojito I had for desert was ok as well.\n\nThis place reminds me of the Scottsdale stereo type where I was not blown away by the food and the normal overpriced drinks I can see this being a neutral watering hole where the cougar and trout come out of their lairs to play simultaneously during the cooler months. I did not see anyone dressed up so I am guessing thats more of a night thing. Overall this experience was 2 stars the ambiance and the drinks get one more. Super Strong drinks here and with the possibility that I ordered the wrong things this time I will be back to try more stuff and figure out what I like. I want to give more stars I really really do,  hopefully things wont be too confusing next time.",Entertainment,Restaurants,Restaurants,Restaurants
4,I love chicken and waffles. That is the best idea anybody ever had. I think Lo-Lo's is the best. Even better than that famous place in California. This was my first time at the Phoenix location. I have been to the Scottsdale location a few time. I don't know which one I like better. They are both great. The Phoenix one does have a very nice outdoor seating are. They have a big green outdoor couch that is very comfy. Great to hang out on while you wait for your table.\nI was there for the 4th meeting of the UYE Breakfast Club. Always a good time with great people. I know they have other things on the menu but how do you get by the chicken and waffles. One day I might have to go twice in one day so I can try something else. I ordered the 2 drumsticks and a waffle. #10. It was awesome of course. Don't forget the jar of Kool Aid. Yum. So good. Great service too. Everyone is always really nice. This is the place where I first tried grits. I have heard people complain about grits in general but these were great. Add a little honey and they are almost perfect. Maybe some cinnamon would put them over the top. This one of those places where the food is so good you can't stop eating even though you are full.\nThe place was very clean and the pictures on the wall are great. This is one of my favorite places and I will be back to this location or the Scottsdale one over and over again.,Restaurants,Restaurants,Restaurants,Restaurants
3,"Before the word \""Staycation\"" was chic and cool, we would take weekends off and stay here.  We enjoy Paris for the following reasons:\n\n- It's location in the center of the Strip.  You can easily access many of the other Strip properties from here.\n\n- The view of the Bellagio Fountains.  As I described in another review, we love the Fountains @ the Bellagio.  You can request a room with a Strip/Fountain view and if you're lucky enough to get it, you'll be treated to a wonderful scene.\nhttp://www.yelp.com/biz/fountains-of-bellagio-las-vegas#hrid:5mSBxtxJXkCKC2b1hRys8A\n\n- Monorail station.  The monorail station stops at Bally's, which is next door to Paris and easily accessed.  I'm a fan of the Monorail, so it's always a bonus to be near a station.\n\n- Decent food selection.  One of our favorite restaurants in the Eiffel Tower Restaurant.  While we don't eat here often, we make it a point to do so if we have a weekend getaway here @ Paris.  The Buffet is ok and the Italian joint is pretty good too.  A little something for everyone.\n\nOverall, we always have a pleasant experience here.\n\nWill I return?  You can count on it.",Travel & Tourism,Travel & Tourism,Travel & Tourism,Real Estate
4,"Soft, made to order bagels. Great low-fat smoothies. Staff is always nice and patient with my gazillion order changes. There's so many great choices! They also have texting sign-ups and I get free coffee and bagels with my orders all the time.",Coffee Shops,Coffee Shops,Coffee Shops,Restaurants
2,"I'm not a huge fan of clubs, and this is no exception - I am a fan of hot broads in various states of undress, and this place has it in spades, but I hardly rank among the elite that could actually afford one here - read on and I'll show you what I mean.\n\nMe and my buddies were in Vegas for a long weekend and a buddy from LA had a friend (keep up) who got a table here, complete with bottle service.  My advice to any guy going to a club in Vegas, you NEED a table, otherwise you will be standing at the bar looking like a complete ZERO getting poked with side yabs and percodan hardons from various blowjobs and douchebags. \n\nArriving at the Venetian, standing atop the grand staircase outside the hallowed gateway into Tao, my buddy spent the first ten minutes on the phone w/our connection inside. The line was ridiculous (there were several lines, like trying to merge into the Lincoln Tunnel, lines for the haves and have nots), and we still had to grease our way in - again, we are dudes in Vegas, it is to be expected (and worth it to skip being swallowed up in the mass of would be clubgoers, waiting and waiting, babbling on their cell phones, baying like madmen in the DUCHESS OF MALFI). \n\nOnce inside, you are jostled through the entry tunnel, lined with bathtubs full of rose petals, through the bar area, and up another flight of stairs into the club proper.  The dance floor is ebbing and flowing like a turbulant sea, lights flashing overhead like heat lightening, and there are people EVERYWHERE.  At this point you've just wrecked your perfactly sculptured hair and wrinkled your pressed shirt as you are squeezing through the sweaty throng of nobodies who were either too cheap or too stupid to get a table, as you step on feet looking for a way out of this and saying, \""imagine if we didn't have a table, fuck this!\""\n\nWhen we finally got to our table, it was time to take a well deserved breath of relief and watch as the hot server, done up like a sex slave, pours out the vodka.  Other people with tables included some strange eurotrash dude that resembled a more junked out version of Keith Richards (if you can imagine that!) wearing a crushed black velvet tux with red silk shirt underneath, engaged in a very involved conversation with a hot piece of ass that was no doubt a RENTAL.  Again, dudes, be prepared to spend great boatloads of money to impress the broads here.  It takes more than a good line, you will actually need to LAY OUT the line of coke on the American Express Black to even get one of these harpies to raise an eyebrow.  \n\nAll in all, it was like a night spent in the Temple of Doom, minus the annoying lady that was sleeping with the director singing ANYTHING GOES in Chinese.",Entertainment,Restaurants,Bars,Entertainment
3,"We stay at the Artisan at least once a year just to do something outside of the house....love the decor in the lobby (various well-known paintings) and the bar (a multitude of mirrors all different sizes and shapes cover the ceiling).  Each room is themed with a different artist's paintings.  If you prefer the huge rooms of the Venetian or Ceasar's, this is not the place for you - it's guest rooms are standard hotel size, but it's the decor that sets them apart.  Also, if you'd like a suite to have a few friends over for a laid back get-together, the Artisan does have a smallish, similarly decorated suite with a pool table available for half the cost of the huge suites on the Strip.  I also remember the music out by the pool being particularly good - despite the pool being kinda between overpasses, they did a nice job with it and the cabanas.  Oh!  And the food in the restaurant was great!  The only negatives I can possibly think of would be room size and that you HAVE to valet park.",Entertainment,Restaurants,Restaurants,Hotels
1,"I'm currently renting with this company and my agent is Heather, and so far I am very disappointed. I have been already living in my new condo almost a month and I'm still waiting for things to be fixed. Heather has been rude to me most of the times I have called her to check the status on my work orders that have been taking forever and it seems like I am always irrupting her and bothering when I call her. The HOA office for Blackhorse condos is a joke as well, another rude company. After this I don't think I'll re-new my lease here.",Real Estate,Real Estate,Real Estate,Real Estate
1,"I went there once for Trivia.  I found their drinks to be watered down and quite expensive.  My wife and I ordered some apps as well, and I was not impressed at all.  I don't see what all the hype is about.",Bars,Restaurants,Restaurants,Restaurants
2,"egg rolls were good but dang, they are pricy for the same food we get here in Los Angeles",Home Services,Unknown,Restaurants,Restaurants
4,"Levi Hatch from the Neilsen Law group helped me develop the documentation to present to the IRS to reverse a significant audit claim on my 2012 tax report. The documentation was efficiently developed, and presented to the court system, resulting in a signed and approved stipulated court order.  This has been forwarded to the IRS, and is under reconsideration as I type this.  Wish me luck.  Back to the subject at hand - Neilsen Law Group - Tracy, Chevis, and Levi made me feel comfortable and confident on a very \""messy\"" situation (dealing with the IRS).  I really appreciated their hard work, and would recumbent the NLG to anyone.",Legal Services,Legal Services,Legal Services,Legal Services
2,"Apparently, this place is only hot when a game is on.  I came here on a Saturday night around 10:30pm and there were only 5 other patrons.  The place is huge, so it looked even more pathetic than it sounds.  \n\nI got the Kilt Lifter Scottish Ale, a locally brewed amber beer that was quite flavorful and not too bitter.  They have a good selection of beers on tap including imports and domestic.  I had already eaten dinner, so I didn't attempt to indulge in the Big Unit, but checked out the menu just for yuks.  Quite a variety of options and most meals seem to be named after a certain person.  Cute touch.  But no assignment of credit for who inspired the big unit...\n\nAll the staff here have black teardrops ala Alice Cooper.  Lots of guitars on the walls and three HUGE TV screens above the bar.  Outdoor seating and music blasting in and outside.\n\nThanks to Jim B. for the recommendation to come here.  It gave me conversation fodder :)",Entertainment,Restaurants,Restaurants,Bars
0,"Visited Eide's when I was working in Pittsburgh.  I collect mostly toys so I spent a lot of time downstairs.  Let's just say that there is a reason the cliche exists of the old, fat, balding assholes with ponytails.  The group that trolls the sales counter are a bunch of scumbags.  Went in to buy something that they were selling for a total of $107.00, and they told me that if I waited a week they were having a giant sale and I could get it as an even better deal.  So I rolled the dice and took the chance.  Low and behold, it was still there, I was very happy, but when I went to pay, the item had suddenly risen in price by almost $75.00.  You could still see the level of dust that was there from how long it was sitting on the shelf.  You could also see the sticker over the old one.  When I called them on their shit, they didn't know whether to shit or wind their watch.  A bunch of deceitful assholes.  I'm willing to bet that it's still sitting there.  The rest of the place and employees were nice enough, but the toys stooges were a bunch of basement dwelling fuck tards.",Home Services,Restaurants,Unknown,Education
1,"I thought I liked this place, but after yesterday, I can say the food is mediocre. The cafe itself looks really nice and would lead you to believe it is expensive so of course the food had to be good....not today, might have just been the afternoon chefs at the time or something they normally do to all their food, but they use a lot of oil when they cook.\nI ordered the seared trout, and that thing was smothered with oil under, I had to keep drinking water, even the green beans that were on top were really oily. One of my friends had orderd some hash browns, although they came out extra crispy the way they like it, it was also drenched in oil. Onf of my friend's medium rare steak came out pretty damn well.\n\nBesides the food, service was good.",Restaurants,Restaurants,Restaurants,Restaurants
3,"I'm not much of a fashionista or even one to peruse much of the thrifty stores in town, but when found in Plaza on a Saturday, Hong Kong is a typical stop. The owner and all of the staff are very welcoming and always offer to help you find what you're looking for (if anything). \n\nThere's plenty of killer selections of plaid, vintage, odd graphic tees, boots, leather jackets, and 60's/70's decor/kitchen items. I saw some cups last time I visited and was tempted to pick them up for the simple and obvious 70's-style patterns. Pretty far out, maaaaan. \n\nI've picked up several t-shirts from here and love the wear on them. Found some great baseball henleys and a few kick-around shirts. Prices can vary depending on what kind of \""find\"" it is in the vintage world. \n\nAll around a cool spot and a destination if you're into the vintage scene in Crown Town.",Entertainment,Travel & Tourism,Travel & Tourism,Bars
2,"I was next door at Pinball so I dropped in to get some film. \n\nIt's been a while since I've picked up my Holgas, Lomos, Dianas, etc and it's not like I can get the film just anywhere. Prices are a bit inflated compared to other camera stores in town I've popped into for what I bought. \n\nI didn't look at traditional camera products, but I saw they had some lomo cameras so I wanted to see their pricing. Those at least weren't too unfairly priced, most were at retail. \n\nThe guy who helped me was nice, but a bit spacy. \n\nIt's not a bad stop for camera needs, but it's not a preferred spot for me.",Entertainment,Travel & Tourism,Unknown,Restaurants
1,"Seemed like she cut too much of my cuticles on the side of my fingers.  It almost seemed like she wasn't being careful and was rushing.  Maybe it was because I got there an hour before closing time.  The lady was really nice, no doubt but the quality of work just doesn't cut it for me.\n\nI've had better experience in other Nail Salons.  I just thought with the reviews I got from here, it would measure up.  This is a classic proof that we should always try out a place for ourselves before believing anything we read on any review sites.",Entertainment,Salons/Barbershops,Salons/Barbershops,Salons/Barbershops
0,"It was worst experience n the front desk name carman she was worst n she doesn't know the hotel rules & she was giving  me all wrong check inn hotel information & she was very loud n her tone wasn't good even hotel front desk manager Roland was rude & wasn't friendly he was saying if u want to stay or then we Dnt need customers we have lots of customer & I was very polite & just asking my baggage information & Roland made me waited for long & he didn't bother to help\nMe & I was also the customer of the hotel but the front desk manager Roland & Carmen this people tht Dnt knw how to treat the customer & when my wife told him tht you talk to customer like this n he said loud tone who are you to tell me & mind your business & if he wasn't at the front desk then I would have taken him out & show that idiot Roland what kind of person I am. He is shit worst person I ever met & my quad hotel stay was horrible & I promise I will never ever go to quad Las Vegas hotel & I will tell all my friends & family not to go.. I have stayed in balagio hotel & planet Hollywood their staff are excellent & well professional. the The quad hotel staff carman & the front desk manager Roland was worst n he was the unprofessional rude n he was not good with other customers even with me! N I stayed in 15156 & my name is abhishek this will make Roland know who the customer I am. Even they have messed up my baggage & my things like cloths & stuff was damaged, so please please Dnt stay at this hotel as per my experience & when anyone go & stay I'm sure you will face worst & horrible experience..",Hotels,Hotels,Hotels,Hotels
4,"I go to Gavin for my hair (cut and color)  and he'll work with you on what you want and make sure you like the outcome. He's done black, brown and blonde on my hair and puts up with my hair ADD as I tend to want to change it up a lot lol. Makes you feel comfortable and does a great job!",Entertainment,Salons/Barbershops,Salons/Barbershops,Salons/Barbershops
1,"This was our first time to this location of Del Frisco's.  The restaurant was empty (and its SAT night...hmm....) other than one table for two in which they seat us right next to that table......and by the back area where all of the servers hang out and talk LOUDLY.  The service was not great as the only other table that came in was a large party of 12 which they shifted tables and put them right next to us.  So, our server completely abandons us and goes to help them. (Why not one of the other 20 servers standing there talking?????)  I had to finally flag down someone to get our check!  Food was ok, nothing spectacular, just OK.  Too many other fabulous steak and seafood places to go to for the same price point such as Mastro's which I highly recommend.  MUCH better ambience and top notch service there at Mastros! Del Frisco is an outdated, stuffy feeling place and for what ever reason, it smells like the sewer in there but it may be just the old carpet.  DEFINITELY needs updating.  There are too many other great places in Vegas to go here again...not for us!",Restaurants,Restaurants,Restaurants,Restaurants
2,"Loved the place, terrible service. Sat at our table of six for 30 minutes before our server came, drinks took another 20. She messed a few orders up as well. And only saw her every 45 minutes or so. Food was decent. Great place to watch a game though and the indoor outdoor environment is awesome. We'll be back but hopefully with a different waitress!",Entertainment,Restaurants,Restaurants,Restaurants
4,"My husband and I visited L'express on our first day in Montreal for lunch. Upon entering this bistro, which is nestled on a beautiful street between many restaurants and clothing and furniture boutiques, we were instantly immersed in quintessential french aromas. Smells of, herbs like thyme, butter, and slowly braising meats and vegetables. It's a bustling busy restaurant that has a very warm and cozy atmosphere with a very friendly wait staff. \n\nWe ordered:\n\nHouse salad a blend of arugula and peppery greens topped with a simple light dressing a good starter. Delicious\n\nVegetable soup a tomato based soup with beef broth and lots of veggies, like quash, corn. Yum\n\nEntrees:\n\nCroque Monseiur fried buttery cheesy toast with ham. Delicious.\n\nBeef stuffed Ravioli. Over the top Delicious, I used my bread to sop up all the broth from my plate because it was so delicious and flavorful.\n\nAlso the restaurant has had the same menu for 30 years most of their dishes have been perfected, so don't offend and ask for substitutions. Everything looks and probably tastes delicious. People sitting next to us ordered egg salad, salmon, stewed mushrooms and liver over fries, steak and every dish looked scrumptious.",Restaurants,Restaurants,Restaurants,Restaurants
3,"I fly - a lot - and I have to say that Sky Harbor is one of the better airports in the country. It's one of the highest volume airports yet it's reasonably well organized. I've heard that about 75% of the air traffic flows through Terminal 4 (that's where US Air and SouthWest fly out of). \n\nIf you've going to fly out of Phoenix very often my advice would be to start using US Air or SouthWest because a) it's a hub for both of them and b) you'll have much better flight choices and c) because of the competition, the prices tend to be better. The other terminals, by comparison, are nearly deserted. Terminals 2 and 3 have very limited food choices. Terminal 4 has improved a lot in that regard. \n\nThere is a lot of parking available, both on site and off site. The off site parking, naturally, is cheaper but you have to wait for the buses to bring you to the terminal. Compared to other airports of comparable size the on site parking is not that expensive. If it's a business trip and you are getting reimbursed for the parking, just park on site and save yourself the hassle. Honestly, the best way to get in and out of Sky Harbor is not to drive at all but to use a transportation service. I'm not talking about Stupper-Shuttle - don't get me started on them - but a real sedan service that will drop you at the curb and meet you at the security gate when you arrive back home. \n\nIf you can, print your boarding pass at home rather than waiting in line at the airport. The airline clubs, in my view, are a waste of money. As another reviewer pointed out, the wi-fi access is now free at Sky Harbor. I used to belong to the US Air club but let it lapse. The snacks are not that good, they were charging for drinks. Unless you are regularly connecting through Phoenix how much time are you really going to spend in the airport? Now if you're connecting and have a long layover then it might be worthwhile but otherwise I'd skip it. \n\nI got a laptop stolen here once so a word about security. If you have a laptop computer, put it through the x-ray machine last and don't take your eye off it for a moment. Particularly if it's very busy.",Home Services,Travel & Tourism,Travel & Tourism,Home Services
